Domain,Word,Definition,TLD
puaha.la,puahala,design in tapa and patchwork quilts. ,la
puaheki.li,puahekili,"one of the native loosestrifes (Lysimachia hillebrandii). lit., thunder flower. ",li
puahi.na,puahina,gray. ,na
puah.io,puahio,"to come and go swiftly, as a puff or gust of wind. ",io
puahioh.io,puahiohio,"whirlwind, gust. fig., worthless talk. ",io
puahu.lu,puahulu, ,lu
puak.ai,puakai, ,ai
puaka.la,puakala,"to assume the appearance of kala seaweed, said of octopus in the sea. ",la
puakauahihaehaekama.nu,puakauahihaehaekamanu,"a lua fighting stroke. lit., the smoke blows, the birds rage. ",nu
puakawaih.ae,puakawaihae,a variety of taro. ,ae
puakeleki.no,puakelekino,"a spiny climbing vine (Caesalpinia sepiaria) from India, first grown in Kaʻū, Hawaiʻi, by Father Celestino.  lit., Celestino flower. ",no
puakoa.li,puakoali,a tapa colored by beating in sandalwood. ,li
pual.au,pualau,"to carry on the hip, as a child. ",au
puale.na,pualena,"yellow color; to appear yellow, as said of dawn or muddy water. ",na
pua.lu,pualu,"a species of surgeonfish (Acanthurus xanthopterus and A. mata), up to 15 and 20 cm in length and brown or dull-gray in color. It resembles the palani in tough skin and strong smell but may be distinguished from the latter by a blue line across the soft part of the fin. ",lu
puama.na,puamana,caret sign of omission. ,na
pua.na,puana,"pronunciation, utterance. ",na
puanak.au,puanakau,"the star Rigel, tutelary star of West Maui. ",au
puana.ne,puanane,name of a star. ,ne
puani.ki,puaniki,to bind tightly. ,ki
puaokala.ni,puaokalani,"false daisy (Eclipta alba).  lit., flower of the chief [or heaven]. Niʻihau. ",ni
puaoka.ma,puaokama,"a gourd (Sicyos niihauensis), first collected and identified by H. St. John. cf. kūpala and (Neal 808). ",ma
puap.ua,puapua,"   • tail feathers, as of a cock; 
   • rump, as of a chicken; 
   • streamer; 
   • coattails; 
   • this word is used as a means of avoiding answering questions:   ",ua
pue.hu,puehu,"   • scattered, dispersed, routed, gone, 
   • tousled; every which way, as hair in the wind,
   • fine, crumbling.    ",hu
pue.la,puela,"a long tapa strip, as used for a marker or banner; narrow, thin, as a banner. ",la
puepue.hu,puepuehu, ,hu
puhaha.lu,puhahalu, ,lu
puha.lu,puhalu,"   • soft, flabby, 
   • loose, to loosen, 
   • sagging, sag. 
   • sunken, sink,
   • deflated; deflate,  
   • fig., unenthusiastic, relaxed, weak.    ",lu
puhe.mo,puhemo,"loose, set free, released, taken off. ",mo
puhi.ao,puhi ao,an eel (Muraena pardalis). ,ao
puhi.na,puhina,"same as puhi₁,₂,₃; blowhole (preceded by ke). ",na
pui.ki,puiki, ,ki
pukahi.pa,pukahipa,sheep market. ,pa
puk.ai,pukai,a kind of fish. ,ai
pukai.hu,pukaihu,hole in pearl-shell shank. ,hu
pukaka.la,pukakala, ,la
puka.na,pukana,"outlet, exit, issue, exodus, descendant. ",na
pukanawi.la,pukanawila,"large woody vines (Bougainvillea spp.) from Brazil, bearing during their long flowering time masses of bright-colored bracts, which accompany small hidden flowers. Flower bracts are purple-red, rose-red, brick-red, and orange to whitish. ",la
pukap.ai,pukapai,"to rebuke mildly, as because of affection. ",ai
pu.ki,puki,boot. ,ki
puk.ua,pukua,"to offer, as a fish. ",ua
pu.la,pula,"particle, as dust; particle in the eye, mote, speck; to have something in the eye. ",la
pulapu.la,pulapula,"seedlings, sprouts, cuttings, as of sugar cane. ",la
pulehe.ke,puleheke,"to gather together, as canoes. ",ke
puleh.ua,pulehua,to gum lehua flowers for the purpose of catching birds. ,ua
puleipu.lu,puleipulu,"rancid, musty. ",lu
pulekako.li,pulekakoli,purgatory. ,li
puleki.na,pulekina,bulletin. ,na
puleleh.ua,pulelehua,"butterfly, moth, the Kamehameha butterfly (Vanessa tameamea). ",ua
pulel.ua,pulelua,to hurry. ,ua
pule.ma,pulema,Burma. ,ma
pulika.na,pulikana,puritan. ,na
pu.lu,pulu,"a soft, glossy, yellow wool on the base of tree-fern leaf stalks (Cibotium spp.). It was used to stuff mattresses and pillows and at one time was exported to California. Hawaiians stuffed bodies of their dead with pulu after removing vital organs. ",lu
pulukeli.na,pulukelina,Brooklyn. ,na
puluke.ne,pulukene, ,ne
pulu.ma,puluma,plum. ,ma
pulu.na,puluna,"one's child's parents-in-law or aunts and uncles by marriage; kāne, male, and wahine, female, may follow. ",na
pulupu.lu,pulupulu,"redup. of pulu₁, wet, moist, soaked, saturated... ",lu
puluw.ai,puluwai,land patch. ,ai
pu.ma,puma,"small opening or door, as in a chief's sleeping house. ",ma
pumaha.na,pumahana, ,na
pumeha.na,pumehana,"warm, warm-hearted; warmth, affection. ",na
pu.na,puna,spring (of water). ,na
punahe.lu,punahelu,"moldy, mildewed. ",lu
punal.ua,punalua,"formerly, spouses sharing a spouse, as two husbands of a wife, or two wives of a husband; also, wives of brothers, husbands of sisters (no sexual privileges); sister-in-law (Ruta 1.15) . ",ua
punapu.na,punapuna,"mealy, firm, not soft or soggy, as taro or sweet potato. ",na
pune.lu,punelu, ,lu
pu.ni,puni,"(loaʻa-type construction).
   • surrounded, to enclose
   • controlled; gain control of; 
   • overcome, as in battle or by emotion; 
   • to pervade,     ",ni
punih.ai,punihai,"fearful, afraid; to run off in fear. ",ai
punipe.ki,punipeki,a game similar to fox and geese. ,ki
punipu.ni,punipuni,"lie, to tell a lie, cheat; liar. ",ni
punono.no,punonono, ,no
puola.ni,puolani,"to place high, or in a lofty or sacred place. ",ni
puo.ni,puoni,"to save, preserve. ",ni
pup.ua,pupua, ,ua
pupu.lu,pupulu, ,lu
pupu.ni,pupuni, ,ni
pupup.ua,pupupua, ,ua
puwa.lu,puwalu,"all together, in unison, united, cooperative. (cf. -walu, many, as in makawalu, olowalu.) ",lu
u.ai,uai,"to move, as an object; 
   • to push aside; 
   • to move from place to place, as a tethered animal; 
   • sliding, as a door; 
   • opening and shutting; 
   • to be dislocated, as a joint.    ",ai
uai.ki,uaiki,"offspring of a chief and a mother of no rank. lit., little rain. ",ki
uale.hu,ualehu,"gray, ashy-gray. ",hu
uananahu.ki,uananahuki,tapa beater. ,ki
ua.ua,uaua,"tough, sinewy, glutinous, viscid, leathery; not easily broken, as cord. fig., hardheaded, willful, obstinate, tough-minded.  (For a rare use of uaua as a noun, see ʻīlioholoikauaua.) ",ua
uau.ai,uauai, ,ai
ue.ne,uene,"to move back and forth, oscillate. ",ne
ue.pa,uepa,wafer. ,pa
uh.ae,uhae, ,ae
uhahe.mo,uhahemo,hemorrhoids. ,mo
uh.ai,uhai, ,ai
uha.ki,uhaki, ,ki
uhale.na,uhalena,"lazy, overstuffed with food. lit., lazy colon. ",na
uha.lu,uhalu,to deplete. ,lu
uhaluha.lu,uhaluhalu, ,lu
uhalu.la,uhalula, ,la
uh.ao,uhao, ,ao
uh.au,uhau, ,au
uhauh.au,uhauhau, ,au
uhauhu.mu,uhauhumu,"to sew together, as sails; to lay together, as stones in a wall; to interlock. ",mu
uheh.eu,uheheu,to fly or hurry as though on wings (ʻēheu). ,eu
uhe.mo,uhemo, ,mo
uhiki.no,uhikino,"body covering, garment, shield. ",no
uhi.moe,uhi moe,bedspread. ,moe
uhi.na,uhina,covering; throw or cast net. ,na
uhi.nu,uhinu, ,nu
uhiw.ai,uhiwai,"heavy fog, mist. lit., water covering. ",ai
uho.ni,uhoni, ,ni
u.hu,uhu,"the parrot fishes, of which Scarus perspicillatus is among the most abundant and largest; uhu are plant eaters, the teeth are strong and beaklike, well fitted for clipping off food from coral. The name may be qualified by the terms aʻa, ʻāhiuhiu, ʻahu ʻula or ʻula, ʻeleʻele, halahala, kualakai or pālukaluka, lā uli, pānoa, piko ʻula, and uliuli. Name of growth stages are ʻōhua (very young), pānuhu or pōnuhunuhu (medium), and uhu (mature). Variant names are male and ʻōmale for a young stage. The colors of this fish are so pretty that it is sometimes compared to a sweetheart: ",hu
uhu.ao,uhuao, ,ao
uhu.ki,uhuki, ,ki
uila.ni,uilani,"   • to chafe under control, irritated by restraint; 
   • fret; 
   • restless, 
   • constantly seeking pleasure, 
   • spirited, 
   • flighty.   ",ni
uiuila.ni,uiuilani, ,ni
uka.li,ukali,"   • to follow, come after, succeed, attend, accompany, escort; 
   • follower, attendant; 
   • complement, as in grammar; 
   • reserve.    ",li
uka.mu,ukamu,oakum. ,mu
ukauk.ai,ukaukai,"fat, feeble. ",ai
u.ki,uki, ,ki
uki.one,ukione,extreme unction. ,one
ukiu.ki,ukiuki,"   • anger, resentment (FS 129); angry, annoyed, offended, vexed, displeased (2-Sam. 6.8) , irritated, peeved; petulant.
   • to hate (Kin. 50.15) ; 
   • fierce, 
   • adverse, as a wind;    ",ki
ukoko.mo,ukokomo,to enter together. ,mo
ukuhi.na,ukuhina,"a pouring out, dipping, weaning. ",na
ukup.au,ukupau,"piece labor, pay by the job rather than according to time, as on sugar plantations; used in pidgin for any work that everyone should pitch in gladly to finish; contract labor. lit., finished pay. ",au
ukuw.ai,ukuwai,"place in the grass house where host and guests visited, between the sleeping place and the door. ",ai
u.la,ula,"spiny lobster (Panulirus marginatus and P. penicillatus). Varieties are qualified by the terms hiwa, koaʻe, and poni. ",la
ula.na,ulana,"to plait, weave, knit, braid; plaiting, weaving. ",na
uleha.la,ulehala,aerial pandanus roots. ,la
u.li,uli,"   • any dark color, including the deep blue of the sea, the ordinary green of vegetation, and the dark of black clouds; 
   • the black-and-blue of a bruise.   
Some song composers avoid this word because connotations of evil or misfortune are associated with darkness and because Uli is a goddess of sorcery (see Uli₂). ",li
uli.ma,ulima,Urim. ,ma
uliu.li,uliuli,a kind of rock from which adzes were made. ,li
u.lu,ulu,"   • possessed by a god; inspired by a spirit, god, ideal, person, as for artistic creation;
   • stirred, excited; 
   • to enter in and inspire.    ",lu
ul.ua,ulua,"certain species of crevalle, jack, or pompano, an important game fish and food item. cf. ulua aukea, ulua ʻeleʻele, and paʻopaʻo. Unidentified ulua are qualified by the terms kaha uli, kihikihi (or kihi or huli pū), lā uli, mahai, mohaʻi (AP), nuku momi, uli. Growth stages are pāpio (or pāpiopio), pāʻūʻū, and ulua, the last attaining a length of 1.5 m and a weight of over 45 kilos. This fish was substituted for human sacrifices when the latter were not available, probably because of word magic and the meaning of ulua₂. Since an ulua replaces a man, ulua also means ""man, sweetheart,"" especially in love songs. ",ua
ulualo.no,ulualono,genealogist in the hale nauā. ,no
ulu.au,uluau,"a wind associated with Waiākea, Hawaiʻi. ",au
ulue.ki,ulueki,"brush, undergrowth, forest. ",ki
uluh.ua,uluhua,"vexed, annoyed, discouraged, displeased (1-Nal. 20.43) , harassed, weary, offended, angry, upset. ",ua
uluk.ai,ulukai,"water chestnut. lit., sea growing. ",ai
uluka.ke,ulukake, ,ke
uluk.ua,ulukua, ,ua
uluma.no,ulumano,"a strong wind blowing from a given direction in each locality, as a strong southeast wind in Kaʻū and Puna, Hawaiʻi, and at Kāneʻohe, Oʻahu. lit., blowing hard. ",no
ulu.na,uluna,"pillow, cushion, formerly made of pandanus; to use as a pillow (Kin. 28.18) . headrest (e.g. dentist's chair) (HE). ",na
ulup.au,ulupau,to gather together; to go everywhere. ,au
ulup.ua,ulupua, ,ua
ulupu.ni,ulupuni,"overcome by emotion, hysteria, passion, or an occult influence. ",ni
uluu.lu,uluulu,growing things. ,lu
uluwe.la,uluwela, ,la
u.ma,uma,"hand wrestling: each tries to force his opponentʻs hand to the mat; to push, press, grip; to pry, as a lever. ",ma
umau.ma,umauma,"chest, breast. fig., heart, character. ",ma
u.me,ume, ,me
u.mo,umo,"to moo, bellow; to bark, of seals; mooing. ",mo
u.mu,umu,"oven, furnace (Ezek. 22.20) ; a heap of rocks placed in the sea for small fish such as the manini to hide in: this was surrounded by a net and the fish were caught. More commonly called imu. ",mu
umuak.ua,umuakua, ,ua
u.na,una,"shell of turtle or tortoise, carapace. ",na
unahiu.hu,unahiuhu,a variety of sweet potato. ,hu
una.la,unala, ,la
una.na,unana, ,na
unau.na,unauna,hermit crabs in general. ,na
u.ne,une,"   • lever; 
   • lever on a sewing machine that raises or lowers the presser foot; 
   • to pry. 
   • fig., to urge, disturb, harass.   ",ne
uneu.ne,uneune, ,ne
uniha.pa,unihapa, ,pa
unikal.io,unikalio,Unitarian. ,io
unio.na,uniona,"union, labor union. ",na
unono.ke,unonoke, ,ke
u.nu,unu,"   • small stone, pebble, 
   • stone chip; 
   • wedge, 
   • prop.   ",nu
unuhi.na,unuhina,translation. ,na
unul.au,unulau,"a wind famous in song noted on Kauaʻi, West Maui, and Niʻihau; according to (Emerson) (UL 196), the trade wind. ",au
unu.na,ununa, ,na
unuu.nu,unuunu,"   • to singe, as the feathers of a chicken before dressing it, or the hairs of a pig or dog by rolling it over hot oven stones; 
   • to pluck, as feathers from a fowl.   ",nu
uo.ki,uoki,"idiom used only in commands. Stop it! Quit! Don't touch! Be careful! (see ex., hāmama) ",ki
up.ai,upai,"tall, thin. ",ai
uwa.li,uwali, ,li
uwenewe.ne,uwenewene,unclean in habits. ,ne
w.ae,wae,"   • to choose, select, pick out, nominate; 
   • sort, discriminate, separated, cull, 
   • to draft, as soldiers; 
   • to preen, as of a chicken; 
   • finicky, fussy; 
   • to reflect, meditate; 
   • appointment.   ",ae
wae.na,waena,"cultivated field, garden, vegetable plot. ",na
waenako.nu,waenakonu,"center, middle, midway. ",nu
waew.ae,waewae,selective. ,ae
wahama.na,wahamana,"screen, shutter. ",na
wahaw.ai,wahawai,"to talk glibly, brag. lit., watery mouth. ",ai
wah.ie,wahie,"fuel, firewood; to serve as firewood. ",ie
wahieokeo.la,wahieokeola,"lignum vitae (Guaiacum officinale), a small tree from tropical America, with heavy, hard wood, useful for many purposes. The resin yields medicine and stain. The tree is also ornamental, each leaf with two or three pairs of rounded leaflets, the flowers blue and clustered, the fruits yellow and heart-shaped. ",la
wahi.moe,wahi moe,"bed (Hal. 132.3) , place to sleep. ",moe
wahi.ne,wahine,plant names. (see table above). ,ne
wa.hu,wahu,"to take without consent, as food at a feast; to ensnare, trap. ",hu
wahu.lu,wahulu, ,lu
w.ai,wai,"place names beginning with Wai-, river, stream. ",ai
waia.hu,waiahu, ,hu
waiak.ua,waiakua,"distant, aloof, unsociable, exclusive, as of a chief too high to mingle with others. lit., godly blood. ",ua
waiania.ni,waianiani,a variety of Molokaʻi sweet potato. ,ni
wai.au,wai au,swirling water of a current. ,au
waie.hu,waiehu,a file; formerly a rough stone used to grind and polish. ,hu
waih.ae,waihae,"agricultural land term commonly used in the 1840s, especially on Maui; meaning unknown. ",ae
waih.au,waihau,"a heiau where hogs, bananas, and coconuts were sacrificed, but not human beings; a heiau for moʻo spirits. ",au
waiho.na,waihona,"depository, closet, cabinet, vault, file, receptacle, savings, place for laying up things in safe-keeping; internal organs of the body, funds, treasury; fiscal. (wai₄ + iho, directional, + -na, nominalizer.) Numerous types of waihona are listed below. ",na
waii.ki,waiiki,"a kidney disease that impedes urination. lit., little water. ",ki
waika.ua,waikaua,a war temple. ,ua
waiki.ni,waikini,San Joaquin. ,ni
waiku.lu,waikulu,alcohol. ,lu
waila.na,wailana,"calm, quiet, as the sea; still water. ",na
wail.au,wailau,"place names on Hawaiʻi, Kauaʻi, and Molokaʻi. ",au
waile.na,wailena,"bile. lit., yellow water. ",na
wail.ua,wailua,"spirit, ghost; remains of the dead. ",ua
waimaka.ua,waimakaua,services to get rain. ,ua
waima.no,waimano,stone from which octopus sinkers were made. ,no
wai.na,waina,place with water. ,na
waiohi.nu,waiohinu,"all kinds of cultivated dahlias (Dahlia spp.), named for a town on Hawaiʻi where the plant was first grown. ",nu
waioki.la,waiokila, ,la
waioli.na,waiolina,violin. ,na
waiolo.no,waiolono,"careful, cautious about what one says. ",no
waipalupa.lu,waipalupalu,name recorded for a variety of sweet potato. ,lu
wai.ua,wai ua,rain water. ,ua
waiu.li,waiuli,"name of a wind, Honolua, Maui. ",li
wakika.na,wakikana,Vatican. ,na
wakineko.na,wakinekona,Washington. ,na
wa.la,wala,"   • to tilt, 
   • lift backwards, 
   • fall backwards; 
   • to throw backwards, as with a backhand flip. ",la
walawa.la,walawala,"redup. of wala, 
   • to tilt, as a canoe in waves
   • lift backwards, 
   • fall backwards; 
   • to throw backwards, as with a backhand flip....; ",la
walewale.na,walewalena,slimy discharge. ,na
walewe.ki,waleweki,Warwick. ,ki
wali.na,walina,softness. ,na
waliwa.li,waliwali,"gentle, easygoing, good-natured, smooth. ",li
waloi.na,waloina, ,na
wa.lu,walu,"to claw, scratch, rub, grate, rasp, scrape. ",lu
walu.na,waluna,"clawing, scratching. ",na
waluwa.lu,waluwalu, ,lu
wa.na,wana,"a sea urchin, as Diadema paucispinum and Echinothrix diadema, considered by some an ʻaumakua. ",na
wanako.ua,wanakoua,Vancouver. ,ua
wanawa.na,wanawana,"   • spiny, thorny, as cactus; 
   • spiked, pointed; 
   • sharp, as jagged cliffs, spine, quills. ",na
wani.ki,waniki,varnish; to paint. ,ki
wani.la,wanila,vanilla. ,la
w.ao,wao,a general term for inland region usually forested but not precipitous and often uninhabited. see ex. below. ,ao
waoh.ua,waohua,to plot to trap. ,ua
