Word,Definition
ʻōmilo,"   • to twist, turn, curl; 
   • to shape, as a canoe hull; 
   • to taper, as a baby's fingers by rolling the tips between thumb and index finger; 
   • to spin, as thread; 
   • to produce abortion, abortion, foeticide, 
   • destroy; 
   • drill.   "
ʻōmilomilo,cf. train₁. 
ʻōmilu₁,"kind of ulua, a fish, probably Carangoides ferdau, C. gymnostethoides, C. ajax. "
ʻōmilu₂,"a trifle, mere nothing; insignificant. "
ʻōmilumilu, 
ʻōmīmī, 
ʻomimino, 
ʻomimo,"naked, nude. "
ʻōmino,"wrinkled, withered, shriveled, stunted; sickly and constantly crying, as an unhealthy child. "
ʻōminomino, 
ʻomīʻomī, 
ʻōmiomio, 
omo₁,"to suck, absorb; suckling; to gasp (Kep. 116); to evaporate, as water; absorbent; suction tube, rubber nipple. "
omo₂,sport of leaping from heights into water without a splash; to leap thus. 
omo₃,"remora, sucking fish. "
omo₄,"gourd, as used for a container. "
omo₅, 
ʻomo,"lid, cover, plug, cork, as of a calabash; lamp chimney. "
omōhā,tapa design. 
ʻōmohemohe, 
ʻomo ipukukui,lamp chimney. 
omoki, 
ʻomoki, 
omo koko,"bloodsucker, leech; to suck blood. "
ʻōmole₂,"bare, smooth, hairless. "
ʻōmole hānai waiū,nursing bottle. 
ʻōmole ʻie,"jar or bottle bound with rope or wicker, demijohn. "
ʻōmolemole, 
ʻōmole waha nui,large-mouthed bottle or jar. 
omo liu,ship's pump; to suck up bilge. 
omoomo, 
ʻomoʻomo,"   • loaf; 
   • any long, oval body, as balls of arrowroot; 
   • a mold or molded thing, as adobe bricks. "
ʻōmoʻomoʻo₁,"ridge, crest, as of mountains. "
ʻōmoʻomoʻo₂,"bits and pieces, trifles. "
ʻomoʻomo palaoa,loaf of bread. 
ʻōmoʻomou, 
ʻōmou,"to pin on, attach, fasten securely, as a brooch. see pōkē ʻōmou "
omo waiū,nipple for a milk bottle; to suck a nipple. 
-ʻomu, 
ʻomua,"whiplash used to throw a keʻa, dart, as of olonā fiber. "
ʻōmuʻa, 
ʻōmuʻamuʻa, 
ʻōmuʻe,bitter. 
ʻōmuʻemuʻe, 
ʻōmuku,"stump, projection, pommel of a saddle; to project; to cut off short. "
ʻōmuʻo,"   • bud, budding; to have buds; 
   • to nip off, as a leaf bud; 
   • to circumcise; 
   • to bring to a point; 
   • to be cut off, 
   • stopped; 
   • sharpened.   "
ʻōmuʻomuʻo,"tapering off, dying. redup. of ʻōmuʻo,  to be cut off, stopped; sharpened.... "
ʻōmuʻu, 
ona₁,"mite, louse. "
ona₂,"infatuated, attracted. "
ona₃,"for ona in an idiom, see ua ona o, aforementioned... "
ona₅,"plural marker preceding the last of two or more things (goods, not people) and usually preceding mau. And., and also. "
ʻona₁,"drunk, dizzy and unsteady; intoxicating; intoxication. "
ʻona₂,"owner, possessor, proprietor; to own. "
ʻōnaha,"bowlegged, bent over, stooped, bent, arched; curved, crescent-shaped, as the moon; pigeon-toed. "
ʻōnahanaha, 
ōnahanahaiaua,fertile spot in a lava bed. 
ʻonakaka, 
ʻona lama,drunk on rum or any alcoholic liquor; drunkenness; alcoholic. 
ʻōnalunalu,"somewhat rough, as the sea; to be forming waves of some size. "
ʻona mau,"constantly drunk, alcoholic. "
ʻona miliona,"millionaire. lit., owner [of a] million. "
ʻonana,"weak, awkward, unskilled. "
onaona,"   • softly fragrant; soft fragrance or perfume, aroma; 
   • gentle and sweet, as the eyes or disposition; 
   • inviting, attractive, alluring, lovely.   "
ʻonaʻona₁,"faint, dizzy, punch-drunk. "
ʻonaʻona₂,"bad-smelling, as stagnant water; unpalatable. "
ʻonaulu loa,a wave of great length and endurance. 
ʻona waiwai,rich person. 
ʻōnāwali, 
ʻonawaliwali, 
ʻonawele, 
oneʻā,"afflicted, affliction. "
one ʻā,black sand or gravel made of ʻaʻā lava; volcanic cinder; to form such; gunpowder. 
ʻōnea, 
ʻōneanea, 
onehahi,menstrual blood. 
Onehali,"name of a Kauaʻi wind. lit., sand carrying. "
one hali,sand carried away by the sea. 
ʻōnehenehe, 
ʻoneʻi,"   • here, 
   • local.    "
ʻOnekalio,Ontario. 
ʻoneki,deck. 
Onelauʻena,"legendary homeland of the god Kāne, a land of plenty. "
one mimiki,quicksand. 
onena,sandy; pale. 
ʻōnēnē₁,"fretful, fussy. "
ʻōnēnē₂, 
oneone₁,"sandy, gritty, grainy. "
oneone₂,name of a seaweed. 
oneoneihonua,name of a death-bringing prayer or for a heiau dedication. 
onepohō,quicksand. 
oneʻula,"vast, great, without bounds. "
one wai,"sand near outlet of fresh-water springs; pokipoki, sand crabs, are said to be found here. "
oni,"   • to appear, 
   • reach out, 
   • jut or extend out. "
ʻoni₁,"   • to move, stir, shift, fidget, squirm, wiggle; movement, motion.
   • to take to court, as land matters;    "
ʻoni₂,spirals of several colors in composite leis. 
ʻonia, 
ʻōnihinihi,"small taro shoots, as of the fourth generation. see kalo for names of generations. "
ʻōniho,"toothed, sharp-edged, tooth-edged, serrated. "
ʻōnihoniho₁, 
ʻōnihoniho₂, 
ʻonika,onyx. 
ʻōniki₁,"a pinch, bit, as of lūʻau (taro tops); to pinch off. "
ʻōniki₂,"flat, smooth, level. "
ʻōnikiniki, 
ʻonina,"moving, etc. "
ʻōninanina,"yielding, soft, as fat cheeks. "
ʻōnini₁,"   • a slight breeze, puff of wind; 
   • to gasp for breath, 
   • blow softly, 
   • blink. "
ʻōnini₂, 
ʻōnini₃,"a kind of surfboard difficult to manage, used by experts. "
ʻoninihi, 
ʻoninini,"to pick at food with no appetite, as would a sickly child. "
ʻŌninipuaʻiʻo,"sea rain at Hāna, Maui. "
ʻōnino, 
ʻōninonino, 
ʻōniʻo,"spotted, streaked with various colors, as a pig, or as tapa prints. "
onioni, 
ʻoniʻoni₁,"redup of ʻoni₁, to move, stir, shift, fidget...; to wag. "
ʻoniʻoni₂,striped. 
ʻōniʻoniʻo,"redup. of ʻōniʻo, 
   • spotted, 
   • streaked with various colors, as a pig...; 
   • embroidered (Biblical); 
   • mottled.    "
ʻonipaʻa,"   • fixed, immovable, 
   • motionless, 
   • established, 
   • steadfast, firm, resolute, determined (this was the motto of Kamehameha V and of Liliʻuokalani. 
    lit., fixed movement.    "
ʻōniu₁,"   • a spinning top; 
   • to spin a top; 
   • informal game with dancing and top spinning;
   • spinning, whirling.    "
ʻōniu₂,see 
ʻōniu₃,"to set, as type. "
ʻōniu₄,coconut-husking stick. 
ʻōniu lāʻau,"to ward off clubs, as in mock warfare. "
ono₁,"large mackerel type fish (Acanthocybium solandri), to 1.5 or 1.8 m in length; choice eating. Known in Florida and the West Indies as the wahoo. "
ʻōnohi₁,"   • the eyeball; 
   • center; 
   • setting, as of a ring. 
   • fig., eyes.   "
ʻōnohi₂,patch or fragment of a rainbow. 
ʻōnohiāiʻa,"cataract of the eye. lit., eyeball like fish, so called because of alleged similarity of a cataract to a fish eye. "
ʻōnohiawa,"black moss found in fresh water (no data). lit., eyeball of the fish, awa. "
ʻŌnohikaʻiʻolepohihihikalawaiʻaokalāʻino,"stroke in lua fighting. lit., rainbow patch that does not move, puzzling the fisherman on a stormy day. "
ʻōnohilehua,a mother-of-pearl lure that was said to catch fish by day or night without fail. 
ʻōnohi maka,pupil of the eye. 
ʻonohinohi₁, 
ʻonohinohi₂,a variety of sweet potato. 
ʻōnohi ʻula,"   • red eyeball; 
   • red rainbow segment; 
   • cloud with red hues of rainbow; 
   • variety of red tapa; 
   • fig., fury, anger.   "
ono mālani, 
ono moa,chicken lice or mites. 
ʻōnoninoni,"similar to noninoni, agitated, and ʻānoninoni, mixed. "
ʻonoʻono, 
ʻōnoʻonou,"redup. of ʻonou, to shove, push, force into, thrust on; to persuade; to give secretly...; to force upon. "
ʻonou,"   • to shove, push, 
   • force into,
   • thrust on; 
   • to persuade; 
   • to give secretly or underhandedly; to offer in secret.   "
ʻonoʻū, 
ʻonou poʻo,"to shove or push into something headlong, regardless of consequence. lit., shove head. "
ʻono wai,thirsty; to crave water. 
ʻōnū,"a swelling, protuberance, hill; rising of the surface; bucking; erection of the male member; to swell. "
ʻōnuhenuhe,"tainted, unsavory. "
ʻōnuhenuhea, 
ʻoʻō,"to crow, as a rooster; cock-a-doodle-doo. "
ʻōʻō₁,"redup. of ʻō₂, to pierce, vaccinate, prick, stab, thrust...
   • to pierce, lance, poke, 
   • put in, insert; 
   • to pierce the fetus in the womb with a sharp instrument in order to practice infanticide; 
   • to abort; 
   • to cut, as to let blood; 
   • to hurl, as a spear.   "
ʻōʻō₂,"digging stick, digging implement, spade. "
ʻōʻō₃,"a black honey eater (Moho nobilis), with yellow feathers in a tuft under each wing, which were used for featherwork; endemic to island of Hawaiʻi, now extinct. M. bishopi, endemic to Molokaʻi, possibly also extinct. M. apicalis, the extinct Oʻahu species. The Kauaʻi species was called ʻōʻō ʻāʻā. "
ʻōʻō₄,"a type of fish, perhaps a swordfish. "
ʻōʻō ʻāʻā,"the endangered Kauaʻi species of ʻōʻō, honey eater (Moho braccatus); on Hawaiʻi, said to be the name for the male ʻōʻō. lit., dwarf ʻōʻō. "
ʻōʻōahi₁,"redup. of 
    ʻōahi₁, rocket, firewords; 
    ʻōahi₂, rough stone... "
ʻōʻōahi₂,fire poker or shovel; to poke the fire. 
ʻoʻoʻe, 
ʻōʻō halo,"harrow. lit., harrow (Eng.) digging implement. "
ʻōʻō hao,"iron tool for digging, plow. "
ʻōʻō hou,"plow. lit., new digging implement, or poking, digging implement. "
ʻoʻohu,"stoop-shouldered, bent, as with age. "
ʻōʻōhū, 
ʻoʻoi₁,"   • redup. of ʻoi sharp, acute; sharpness...
   • prickly; 
   • sting, as of scorpions (Hoik. 9.10) ;
   • to protrude, as eyelashes. "
ʻoʻoi₂,an inedible seaweed. Also called popohe makaliʻi. 
ʻōʻō ihe,to hurl spears or javelins; sport of spear throwing. 
ʻoʻoki₁, 
ʻoʻoki₂,"to take effect, as intoxication. "
ʻōʻō kila,steel spade. 
ʻōʻō kope,"a rake; to rake. lit., scratching digging implement. "
ʻōʻō kūpīpī,"a name for the female ʻōʻō, honey eater. Hawaiʻi. "
ʻoʻolā₁, 
ʻoʻolā₂, 
ʻoʻolapū, 
ʻoʻoleʻa,"hard, stiff, strong, inflexible, rigid, harsh, rough; rigor, strength, hardness. fig., strenuous, severe, strict, stubborn, obstinate; obstinacy. "
ʻoʻolohua, 
ʻoʻolokū,"   • boisterous, blustering, 
   • stormy, 
   • disturbed; 
   • upset, as stomach; 
   • fury, rage.   "
ʻoʻololā,young of fish. 
ʻoʻololī, 
ʻoʻolomaʻo,"variety of bird, perhaps the maʻo, thrush. "
ʻoʻolopū,"to change, as appearance. "
ʻoʻolu₁,"two edible, fragile, red seaweeds (Champia sp. and Chondria tenuissima). They melt in fresh water, hence must be cleaned in sea water. "
ʻoʻolu₂,"thin, feeble. "
ʻoʻolu₃, 
ʻoʻolu₄,a variety of taro. 
ʻoʻoma,"   • concave; concavity, 
   • spout, 
   • gouge, oval-shaped chisel; 
   • flare of a bonnet; 
   • large sharp nose.    "
ʻoʻoma noho,leather covering of stirrups. 
ʻoʻomoa, 
ʻōʻōnui, 
ʻōʻō nuku mū,"lit., ʻōʻō with sipping beak. "
oʻoʻo₁,"parsimonious, careful of one's property. "
oʻoʻo₂,"a small dipper for bailing, as a coconut shell. "
oʻoʻō, 
oʻoʻole,"immature, minor. "
ʻoʻoʻoʻō, 
ʻoʻopa,"lame, crippled; a cripple, lame person; to limp, be lame. "
ʻōʻō pālahalaha,"trowel. lit., flat digging instrument. "
ʻōʻō palau,"a plow; to plow. lit., plow (Eng.) digging implement. "
ʻoʻope, 
ʻōʻōpē,"spade. lit., spade (Eng.) digging implement. "
ʻoʻopu₁,"general name for fishes included in the families Eleotridae, Gobiidae, and Blennidae. Some are in salt water near the shore, others in fresh water, and some said to be in either fresh or salt water. Varieties include bluespotted goby (Quisquilius eugenius) and indigo hover goby (Ptereleotris heteropterus). "
ʻOʻopu₂,"name of a wind associated with Waiheʻe, Maui. "
ʻoʻopu haole,"name for black bass, introduced in 1901. lit., foreign ʻoʻopu. "
ʻoʻopu hāpuʻu,"a variety of large deep-sea fish said to be related to the ʻoʻopu. lit., ʻoʻopu of the hāpuʻupuʻu [family]. "
ʻoʻopu hiʻu kole,"a variety of fresh-water ʻoʻopu. lit., red-tailed ʻoʻopu. It is believed that this fish drives other fish away, and hence must be thrown out of a net with an exclamation of disgust. "
ʻoʻopu hiʻu ʻula, 
ʻoʻopuhue,"strong concoction made of green gourd and kukui nut, used as an enema. "
ʻoʻopu hue,"swellfishes, puffers, balloon fishes, globefishes (Arothron meleagris and Chilomycterus affinus); not related to ʻoʻopu; these fish contain poison which is sometimes removed by those who like the flesh, especially the Japanese; the poison is sometimes fatal; considered by some an ʻaumakua. lit., gourd ʻoʻopu. "
ʻoʻopu kāhaʻihaʻi, 
ʻoʻopukai,"a native variety of taro, so named as the leaf stem is similar in coloring to the salt-water ʻoʻopu (the fish), being yellow-green with dark-purple markings. The corms are used mainly as table taro, the leaves often for lūʻau. Grown chiefly in uplands of Kona, Hawaiʻi. The name may be qualified by the colors keʻokeʻo and ʻulaʻula. "
ʻoʻopu kai, 
ʻoʻopu kai nohu, 
ʻoʻopu kananiʻo, 
ʻoʻopu kāniʻo,"a brackish-water ʻoʻopu. lit., striped ʻoʻopu. "
ʻoʻopu kauila, 
ʻoʻopu kawa, 
ʻoʻopu kui,"lit., spiked ʻoʻopu. "
ʻoʻopu kukū,"an introduced fresh-water black fish with sharp spines near the gills, said to have been introduced from China. lit., spiny ʻoʻopu. "
ʻoʻopu kumu iki,"female nākea variety of the fish ʻoʻopu. lit., small source ʻoʻopu. "
ʻoʻopu leʻe, 
ʻoʻopu lehe,"large male of the nākea variety of ʻoʻopu, so called because its lip (lehe) is said to show when it hides in the mud. "
ʻoʻopu mākole,"lit., red-eyed ʻoʻopu. "
ʻoʻopu maoli,"lit., indigenous. "
ʻoʻopu moʻala,"a variety of ʻoʻopu smaller than the kāniʻo, perhaps named for the moʻala, a crab. "
ʻoʻopu moana,"lit., ocean. "
ʻoʻopu nākea, 
ʻoʻopu nāpili, 
ʻoʻopu nōkea, 
ʻoʻopu nōpili,Kauaʻi. 
ʻoʻopu ʻōkala,"spiny puffer fish, Diodon holocanthus. "
ʻOʻopuola,"a stroke in lua fighting; fish was said to be taboo to those learning the stroke. lit., alive ʻoʻopu. "
ʻoʻopu pilikoʻa, 
ʻoʻopu poʻopaʻa,"lit., hardheaded. "
ʻoʻopu puhi,"lit., eel. "
ʻoʻopu ʻumiʻumi,"lit., bearded ʻoʻopu. "
oʻou,"to hail, halloo. "
oʻoumamāʻauwele,"a fish (Stethojulis albovittata), evidently of the ʻōmaka type. "
ʻopa, 
ʻōpā₁,"to press, squeeze, knead, as in massaging or in working dough. "
ʻōpā₂,"to ache, as from sitting in a cramped position. "
ʻōpae,"general name for shrimp. For some persons, ʻōpae were ʻaumakua. "
ʻōpae hua,a shrimp (Palaemon). 
ʻōpae huna,"an indigenous shrimp, Palaemon debilis, almost transparent, found in brackish ponds. lit., small shrimp. "
ʻōpae kai,any sea shrimp. 
ʻōpae kākala,a spiked shrimp. 
ʻōpaekalaʻole,"species of fresh-water shrimp, Atya bisulcata. Also ʻōpae kuahiwi, mountain shrimp, and ʻōpae kolo, crawling shrimp. "
ʻōpae kapaka,a shrimp (no data). 
ʻōpae kolo, 
ʻōpae lōlō,brackish-water shrimp or prawn (Penaeus marginatus). 
ʻōpae luahine,a variety of salt-water shrimp. 
ʻōpae ʻoehaʻa₁,"clawed shrimp (Macrobrachium grandimanus), found in inland streams and taro patches, perhaps endemic. lit., crooked-walking shrimp. "
ʻōpae ʻoehaʻa₂,"an indigenous crab (Metopograpsus thukuhar, not M. messor). "
ʻōpae ʻōhune, 
ʻōpae ʻōlulo,a variety of soft (ʻōlulo) fresh-water shrimp. 
ʻōpae ʻula,"small, endemic reddish shrimp used for ʻōpelu bait. "
ʻōpaha,"lopsided, flattened on one side, dented, bent in, caved in, misshapen; dent, cavity. "
ʻōpahapaha, 
ʻōpaʻipaʻi₁,"   • to flap, as wings; 
   • to shake, tremble, as the earth. 
   • fig., feeble.    "
ʻōpaʻipaʻi₂,a sea gull (very rarely seen). 
ʻōpaka₁,"   • cut in evenly matched vertical facets, often eight, as of a bowl, spittoon, kukui shell in a lei; 
   • facet, 
   • prism.   "
ʻōpaka₂,mountain ravine. 
ʻōpakapaka₁,"blue snapper; Pristipomoides sieboldii, P. microlepis, Aphareus furcatus, A. rutilans; the four stages of ʻōpakapaka were ʻūkīkiki, pākale, ʻōpakapaka, kalekale. "
ʻōpakapaka₂, 
ʻōpakapaka₃,"rough, as breadfruit skin; crinkled, as crepe; wrinkled. "
ʻopakuma,opossum. 
ʻōpalapala,bits of trash and rubbish. 
ʻōpalapala unu,"trashy pebbles. fig., persons of no account. "
ʻōpalipali,"a place with many precipices; having many cliffs, cliffed; mountainous, hilly. "
ʻōpalupalu, 
ʻopaʻopa, 
ʻopāʻopā₁, 
ʻopāʻopā₂, 
ʻōpapa,"smooth, floorlike, as pāhoehoe lava. "
ʻopāpali, 
ʻope,"bundle, package; to tie in a bundle (sometimes preceded by ke). "
